claimant_id,name,age,policy_id
CL73236,Sara Cox,56,P55224
CL64375,Joseph Hill,31,P93988
CL32121,Sara Flores,68,P98010
CL58357,Craig Ward,47,P66168
CL13016,Charles Page,55,P57436
CL09083,Shawn Owens,45,P30824
CL46834,Jenna Hill,18,P51386
CL99602,Linda Ramirez,65,P86503
CL79017,Robert Cummings,56,P62264
CL74976,Destiny Proctor,78,P95004
CL54172,Jim Guerrero,53,P43617
CL46907,Travis Ramos,54,P84908
CL69999,Lisa Perkins,33,P91264
CL12624,Desiree Smith,42,P12305
CL80938,Alex Mosley,30,P52218
CL11687,Jared Dillon,62,P51345
CL55390,Erin Davis,48,P14632
CL72126,Ryan Thomas,40,P31327
CL21302,Wayne Miller,53,P16780
CL18394,Mrs. Donna Brown,67,P88935
CL34177,Jennifer Campbell,72,P58350
CL85931,Maria Hall,73,P90985
CL22316,Tyler Davis,18,P51152
CL47933,Samantha Valdez,39,P47952
CL74565,Wendy Mejia,49,P15357
CL91893,Bryan Carson DVM,34,P66630
CL73267,Christine Mccoy,61,P64655
CL05611,Diane Hayes,68,P66895
CL36147,Samantha Daniels,22,P67866
CL87068,Donald Montgomery,19,P56256
CL22530,Kimberly Nash,80,P42856
CL10284,Edwin James,64,P40876
CL91918,Aaron Andrews,31,P34067
CL49553,Michael Elliott,76,P66736
CL37113,Nicole Thompson,51,P94855
CL95043,Yvonne Rivera,38,P89849
CL17936,Melissa Palmer,61,P76160
CL22776,Vincent Douglas,62,P56070
CL52645,Kayla Wood,65,P30688
CL70908,Wayne Scott,38,P80838
CL12107,Veronica Snyder,79,P51785
CL24743,Aaron Cervantes,57,P95621
CL19734,Ryan Fisher,31,P36551
CL13154,Nicholas Koch,76,P52520
CL10071,Timothy Harvey,20,P32945
CL93107,Kristen Taylor,45,P67463
CL85800,Tanya King,40,P77097
CL42606,Elizabeth Adams,53,P46797
CL47689,Jennifer Wilson,28,P85090
CL45769,Latoya Gallegos,27,P16171
CL88228,Emma Clark,41,P37387
CL15467,Julian Robinson,79,P73375
CL16449,Kathleen Lewis,20,P48870
CL71313,Selena Gardner,57,P81981
CL58982,Christopher Clements,43,P26747
CL38598,Nicholas Horne,19,P30818
CL06972,Scott Dennis,53,P56978
CL38904,David Dean,53,P12882
CL01037,Paul Diaz,43,P86142
CL96185,Aaron Miller,21,P18195
CL48555,Nathan Martinez,51,P35995
CL70690,Matthew Reynolds,44,P87694
CL01267,Michael Lewis,39,P88377
CL15761,Tina Holt,62,P60032
CL86935,Richard Roberts,57,P70619
CL98880,Carmen Yang,37,P95825
CL95491,Austin Gonzales,52,P93265
CL58729,Bailey Harris,59,P70993
CL06201,Joseph Newman,41,P63528
CL85719,Lisa Hall,38,P72869
CL25279,Jonathan Morris,45,P14622
CL33962,Joshua Wells,29,P91589
CL42657,Richard Perez,40,P96054
CL01088,Brandon Morris,48,P86431
CL59988,Mr. Jeffery Ward DDS,31,P83064
CL70895,Douglas Henderson,59,P53844
CL09602,Megan Taylor,51,P20364
CL40000,Jeremy Kelley,64,P99499
CL25151,Melissa Stout,43,P17190
CL77102,Kiara Collins,38,P19560
CL85711,Teresa Harrell,71,P45300
CL30978,Debra Stephens,21,P50468
CL88322,Sean Mitchell,22,P38237
CL34465,Jacob Robinson,19,P62127
CL98577,Brian Ramos,40,P35823
CL14673,Kristen Noble,26,P55732
CL56587,Collin Jones,34,P28176
CL56118,Jason Sullivan,29,P93233
CL80561,Gabriel Freeman,77,P71030
CL78911,Christopher Wilcox,68,P85636
CL27643,Morgan Robbins,51,P28426
CL69873,Gregory Grimes,53,P39474
CL86672,Jillian Jones,69,P33232
CL55499,Joseph Lee DDS,54,P14971
CL92305,Juan Keller,24,P79277
CL62253,James Ho,60,P25338
CL13119,Susan Byrd,48,P16728
CL54720,Elizabeth Waller,80,P15708
CL10955,Brett Shaffer,78,P27331
CL30408,Darlene Myers,39,P88437
CL65148,Lisa Valentine,43,P77276
CL55432,Kathleen Anderson,30,P87448
CL94234,Jessica Ford,27,P90086
CL58546,Zachary Lopez,74,P61979
CL28455,Caleb Novak,48,P10874
CL21457,William Benjamin,38,P60493
CL01984,Nancy Richardson,49,P57116
CL31610,Catherine Martin,45,P48544
CL01152,Stephen Vasquez,69,P71696
CL41898,Troy Lee,57,P99364
CL42938,Zachary Jensen,45,P17141
CL06073,Kyle Martin,73,P80825
CL86953,Austin Nunez,57,P86099
CL92640,Justin Estes,27,P16742
CL40471,Richard Ewing,78,P12124
CL25558,Tyler Kent,67,P46281
CL80100,Erin Valencia,75,P56538
CL11685,Regina Oliver,77,P92321
CL39165,Charles Jackson,50,P94278
CL65994,Jose Mills,30,P86876
CL73701,Lauren Miles,35,P36507
CL87226,Daniel Boyle,32,P32229
CL27061,Jennifer Porter,52,P12227
CL77921,Jason Bowman,68,P68133
CL08189,William Frederick,72,P67309
CL70640,Melissa Berger,48,P90697
CL02456,Robert Mills,54,P99292
CL77007,Valerie Kim,64,P38536
CL49398,Megan Hendrix,70,P90915
CL73568,Natalie Giles,18,P56552
CL70265,Natalie Callahan,69,P22526
CL63439,Heidi Calderon,76,P90864
CL54173,Robert Johnson,65,P86511
CL26353,Eric Mcdaniel,70,P25433
CL68859,Kimberly Hale,24,P69382
CL01380,Robert Wilson,44,P54578
CL59888,Michael Clark,25,P26344
CL07404,Susan Brown,56,P11341
CL37342,Kathleen Tucker,26,P92140
CL13402,Angela Cortez,36,P13267
CL88599,Evelyn Noble,55,P47908
CL54108,Samantha Jefferson,20,P40167
CL84725,Audrey Hopkins,41,P24201
CL70045,Scott Becker,46,P15664
CL58899,Mary Little,54,P77088
CL76134,Kevin Jackson,45,P38890
CL12639,Michael Lee,50,P90954
CL88191,Nicole Gonzalez,79,P22299
CL04151,Tammy Holt,57,P28084
CL42826,Brian White,74,P38827
CL84892,Shane Dougherty,69,P31786
CL75598,Daniel Harris,78,P86166
CL16757,Sara Cole,45,P48556
CL78491,Kelly Sutton,74,P79522
CL12302,Cassidy Shah,65,P41189
CL44424,Joseph Hill,56,P11271
CL83378,David Kaiser,78,P78108
CL48007,Michael Swanson,54,P58381
CL46207,Tim Fuller,20,P72195
CL11851,Dr. Jennifer Gomez,59,P28247
CL05286,Richard Bennett,35,P36467
CL15056,Angela Brown,56,P88530
CL88824,Daniel Murray,30,P99463
CL60414,Theresa Chavez,68,P10370
CL47690,Mandy Jones,44,P60447
CL77790,Laurie Vasquez,51,P29010
CL24264,Theresa Mercado,25,P38970
CL96651,Wayne Murphy,69,P83692
CL35602,Joshua Baker,46,P98137
CL25638,Paul Carroll,71,P50190
CL12657,Maria Martinez,24,P25800
CL71754,Andrew Rogers,44,P97245
CL40771,Helen Freeman,49,P28814
CL02961,Autumn Thomas,75,P38311
CL26778,Mark Tucker,68,P42261
CL14722,Jonathon Raymond,63,P65444
CL92842,John West,50,P53749
CL53730,Antonio Nelson,80,P90979
CL10951,Crystal Stewart,44,P59719
CL06061,Timothy Parker,67,P70291
CL01398,Shawn Navarro,57,P65322
CL95866,Suzanne Sanford,45,P34732
CL26736,Mrs. Rebecca Bryant MD,22,P21708
CL34409,Dr. Stephen Velazquez,76,P54341
CL54388,Laura Landry,58,P20650
CL63744,Renee Diaz,42,P91947
CL97644,Marc Russell,25,P48552
CL80838,Joshua Jones,74,P35036
CL99025,Michael Monroe,68,P97006
CL24652,Nathan Davis,34,P12287
CL26412,Michelle Andrews,43,P32355
CL64439,Stephen Stuart,21,P50755
CL11924,Anna Harrison,63,P61921
CL37364,Michael Hoffman,68,P64452
CL24766,Matthew Ward,47,P79272
CL36464,Kim Cooley,50,P51636
CL94334,Gregory Davis,29,P17207
CL09469,Cynthia Lee,73,P55809
CL11935,Mark Webster,69,P98169
CL96082,Brian Dunn,49,P21329
CL75632,Russell Anderson,56,P40546
CL47044,Krista Sloan,29,P64828
CL32093,Jean Blair,59,P42251
CL06205,Kristin May,49,P87557
CL17832,William Jimenez,53,P99975
CL17266,Juan Hurst,44,P99474
CL19454,Julia Clayton,73,P32383
CL75031,Sharon Snyder,68,P55186
CL91170,John Brown,62,P52258
CL25576,William Mcpherson,79,P85749
CL21864,Jennifer Martin,80,P86745
CL61204,Timothy Nelson,64,P66752
CL39877,Michael Guzman,58,P70289
CL40685,Angel Clark,53,P52030
CL61432,Bruce Williams,26,P95492
CL99537,Natasha Smith,32,P45420
CL26022,Vicki Swanson,73,P89872
CL89495,Natasha Wagner,37,P22784
CL93479,Mr. Erik Gentry,50,P86172
CL61349,Michelle Brown,58,P39052
CL82232,Julie Jefferson,19,P15554
CL13058,Curtis Thompson,62,P21998
CL68049,Jeffery Davis,42,P53605
CL81849,Michael Lozano,28,P47129
CL53144,Megan Perry,27,P65667
CL43550,Mr. Kyle Taylor,78,P61030
CL51638,Kendra Garcia,38,P34607
CL51810,Sarah Cox,25,P10520
CL12973,Matthew Jackson,29,P36167
CL68728,Spencer Johnson,80,P22262
CL85741,Jacob Frank DVM,74,P89047
CL12134,Michael Mayo,23,P75929
CL67727,Sarah Sanders,28,P64943
CL77036,Jeremy Smith,72,P53419
CL58329,David Mccoy,51,P73564
CL72229,Brandon Parker,73,P90997
CL16652,Joseph Maldonado,25,P11394
CL24070,Anthony Wilson,32,P77352
CL88112,Victor Smith,49,P52330
CL90051,Christina Guerra,59,P65234
CL29037,Kelsey Obrien,18,P19201
CL12919,Dylan Smith,65,P22435
CL68483,James Johnson,65,P18922
CL50074,Anthony Hunter,68,P16410
CL37808,Rebecca Walker,20,P11824
CL46441,Kyle Collins,48,P82425
CL58241,Levi Martinez,24,P47327
CL21825,Zachary Wilson,47,P32602
CL06324,Dr. Eric Chen,37,P31188
CL46630,Rachel Ortiz,28,P89390
CL29295,Tiffany Garcia,19,P88283
CL90344,Connie White,50,P61675
CL43003,Richard Gonzalez,44,P71565
CL11531,Greg Hall,21,P14469
CL35755,Robert Bishop,55,P55846
CL68893,Zachary Jones,46,P87790
CL16197,Shawn Wolfe,78,P12420
CL74660,Victoria Hanson,55,P50579
CL62180,Aaron Hunter,67,P15649
CL21770,Michelle Hoffman,67,P26546
CL19185,Jessica Fuller DVM,21,P41405
CL32436,David Hoffman,64,P13189
CL88989,Brian Miranda Jr.,71,P35636
CL21202,Bruce Davis,64,P53946
CL29024,Christina Hanson,78,P35413
CL89159,Daniel Perez,80,P76362
CL62084,Ricardo Hudson,49,P98409
CL72370,Martin Montes,50,P74979
CL19121,Scott Young,62,P37610
CL46240,Brandy Shaffer,26,P46200
CL69887,Ronald Tran,44,P61638
CL54153,Kristin Nelson,66,P79333
CL82613,Jessica Cohen,33,P55384
CL21428,Rhonda Williams,50,P74723
CL44122,David Lawson,70,P71351
CL28002,Kristin Maldonado,25,P13544
CL45798,Chase Michael,71,P60013
CL94487,Lisa Snyder,19,P62983
CL07535,Harry Stephens,48,P20344
CL10798,Christine Jackson DDS,42,P45829
CL13967,Paula Horn,30,P34464
CL73918,Carlos Duncan,47,P22437
CL12243,Bobby Wong,36,P36716
CL44344,Jennifer Cardenas,61,P84675
CL35432,Daniel Estes,19,P59483
CL87032,Zachary Thomas,39,P23585
CL97354,Blake Stephens,32,P44376
CL30883,Dana Sloan,73,P46134
CL37694,John Herrera,52,P96003
CL22936,Caitlin Clark,52,P92361
CL43339,Amanda Cannon,66,P59039
CL04430,Julie Brown,42,P56899
CL32663,Craig Holden,51,P79196
CL56899,Margaret Perry,18,P90568
CL86724,Donald Olsen,18,P26745
CL77914,John Williams,48,P34317
CL74545,Gina Fernandez,42,P43326
CL55311,Ashley Mercado,37,P31584
CL41413,Bryan Robinson,44,P81172
CL13429,Henry Alvarez,22,P14008
CL94157,Heather Hill,50,P38030
CL22542,Gregory Michael,50,P94815
CL10692,Heather Freeman MD,59,P16399
CL01397,Ashley Williams,77,P19107
CL59127,Taylor Peck,72,P68902
CL06353,Paula Myers,45,P45518
CL07025,Susan Williams,58,P70522
CL56804,Marissa Farmer,36,P99742
CL47553,Lucas Sutton,62,P61833
CL33298,Holly Romero,80,P55241
CL25537,Brooke Russell,19,P80514
CL60756,Ms. Ashley Wiggins,38,P50799
CL73487,Colleen Rose,42,P53039
CL63601,Dennis Meyers,66,P42274
CL42183,Elizabeth Hamilton,64,P61375
CL94529,Candace Steele,65,P61312
CL01416,Jon Morales,58,P29304
CL25208,Julie Dickson,45,P31983
CL54943,Tracey Mccall,41,P61740
CL49234,Matthew Baker MD,48,P95394
CL28156,Andrew Wilson,21,P92901
CL46596,April Davis,68,P98063
CL67731,Rebecca Bradley,75,P55197
CL99003,Brandon Decker,58,P28995
CL18387,Alexis Tran,71,P33216
CL66078,Cynthia Henry,55,P28799
CL41674,Anne Garner,44,P84158
CL92964,Raymond Hicks,40,P82462
CL54765,Monica Taylor,56,P88533
CL62554,Karen Miller,42,P51650
CL66932,Vicki Foley,61,P40397
CL41109,Alan May,45,P20580
CL97814,Clinton Pope,47,P65995
CL09403,Christian Rollins,22,P90817
CL90891,Joann Nichols,45,P81407
CL62311,Tony Hansen,22,P67066
CL14585,Mark Hatfield,66,P65688
CL85229,Anthony Larson,52,P85732
CL32370,Brian Hubbard,21,P90624
CL63733,Michael Moore,26,P79497
CL64138,Alexandra Smith,34,P65027
CL18587,Kelsey Garcia DVM,28,P84282
CL85767,Michelle Roy,59,P20824
CL79529,Aaron Robertson,25,P91909
CL70001,Joseph Weaver,26,P97036
CL37802,Justin Calderon,27,P13794
CL79990,Todd Jones,35,P66506
CL47603,Joseph Higgins,50,P75051
CL34015,Mark Roberts,35,P90257
CL32576,William Taylor,69,P87947
CL26069,Erin Davis,52,P64230
CL62751,Debbie Owens,39,P34671
CL59175,Tabitha Johns,51,P53188
CL28998,Jillian Jennings,30,P46107
CL47341,James Dickerson,58,P21084
CL06743,Jaime Orr,49,P91795
CL25922,Jesse Wright II,26,P86647
CL02874,Brandon Nelson,62,P68630
CL68576,Christopher Cruz,37,P89289
CL29654,Casey Carney,55,P39222
CL40506,William Hamilton,64,P53567
CL79599,Noah Deleon,54,P14178
CL60711,Tammy Lopez,80,P19343
CL04186,Jorge Howard,77,P75511
CL31238,Michelle Koch,75,P65517
CL83477,Jaclyn Kim,35,P57547
CL56336,Taylor Ross,80,P73805
CL40908,Alexis Wilson,29,P48497
CL89419,Jason Benson,57,P72564
CL58786,Andrea Burns,77,P98834
CL92860,Erik Moore,19,P66982
CL45388,Bryan Sanchez,59,P53920
CL78052,Ronald Love,68,P86485
CL10662,Lindsey White,71,P91926
CL95926,Barbara Thompson,26,P60212
CL55395,Michael Vega PhD,66,P37167
CL15531,Angela Richard,65,P56089
CL48646,Clarence Williams,45,P88226
CL56487,Jennifer Richards,38,P84533
CL42723,Linda Dickson,32,P35201
CL59908,Laura Morris,48,P22809
CL42700,Roy Vasquez,73,P85430
CL44738,Christina Walker,24,P68967
CL48290,Christopher Mueller,63,P19847
CL19703,Elizabeth Hebert,73,P80437
CL99859,Brian Duke,28,P60345
CL91663,Kelly Villanueva,50,P57351
CL03483,David Nash,75,P43532
CL11619,Edward Cordova,76,P48146
CL53357,Emily Robinson,64,P60200
CL85795,Spencer Murray,80,P87638
CL82941,Steven Reyes,41,P42845
CL58636,Casey King,29,P34082
CL22946,Frank Casey,21,P45946
CL44596,Preston Garza,80,P72726
CL82767,Darrell Thomas,56,P71805
CL40251,Mary King,63,P82679
CL77581,Tiffany West,78,P43663
CL80447,Ashley Mcclain,62,P99080
CL97521,Bradley Lopez,80,P34056
CL18164,Marcus Carpenter,47,P51534
CL86131,Lindsey Kelly,54,P89868
CL19134,John Ramirez,19,P40531
CL01135,Stephanie Cohen,67,P22832
CL36178,Veronica Johnson,25,P77892
CL31752,Susan Smith,35,P42050
CL38528,Kyle Jackson,32,P58628
CL86917,Aaron Dunn,49,P81049
CL53542,Christine Patel,63,P56127
CL86905,Steven Oconnor,80,P37177
CL08452,Michael Boyer,53,P81980
CL61145,Sharon Morales,71,P90002
CL45251,Timothy Salazar,19,P62853
CL10451,Christopher Vaughn,61,P93168
CL20885,Jennifer Montgomery,29,P49521
CL87647,Adrian Thornton,22,P61584
CL73696,Scott Hernandez,46,P40993
CL48587,Jennifer Lane,80,P43998
CL71637,Seth Young,78,P76778
CL59560,Amy Benson,37,P16186
CL75965,Kimberly Davis,57,P53668
CL42054,Sharon Hayes,45,P25385
CL29979,Christopher Gaines,29,P45459
CL47486,Scott Dixon,62,P99733
CL32078,Richard Jordan,41,P91821
CL15535,Kristina Lee,43,P97620
CL04353,Teresa Rios,74,P16033
CL98750,Laura Holmes,21,P23427
CL65780,Elizabeth Mcmillan,22,P53677
CL83958,Eugene Wallace,50,P35591
CL64447,Hannah Gonzalez,27,P36465
CL63901,Thomas Bautista,44,P78122
CL78948,Richard Crosby,48,P66121
CL31844,Michael Richardson,30,P19452
CL66092,Jason Nguyen,26,P91101
CL92762,Annette Powell MD,76,P65219
CL61154,James Hernandez,43,P71903
CL22335,Brian Farrell,39,P92478
CL13210,Danny Duncan,56,P25132
CL67040,Jennifer Ryan,55,P47400
CL96039,Patrick Savage,68,P21027
CL29829,Sean Moyer,24,P93381
CL10417,Russell White,40,P80269
CL45466,Charles Flores,66,P92336
CL15300,John Parrish,22,P77792
CL80372,Michael Reeves,48,P70011
CL68969,Ashley Wilkinson,50,P64438
CL73654,Monica Hughes,68,P17168
CL56583,Tracie Gonzalez,76,P70791
CL63384,Roger Wallace,73,P72106
CL39586,Mark Jacobson,52,P40485
CL97157,Jasmine Graham,35,P73087
CL58506,Sarah Jackson,80,P50405
CL27933,Stephanie Lynch,67,P62492
CL90339,Tyler Barnett,30,P58276
CL32227,Alyssa Adams,34,P19938
CL12288,Dustin Alexander,40,P18111
CL07330,Robert Ellis,50,P41318
CL09693,Tiffany Bond,62,P56155
CL97923,Gabriel Mcdonald,44,P17925
CL32976,Joshua Brown DDS,53,P57362
CL87672,Greg Jackson,63,P77930
CL53924,Robert Cox,55,P35173
CL74603,Mary Miller,26,P76802
CL27098,Sean Barber,48,P60556
CL94828,Kimberly Johnson,68,P48663
CL66371,Derek Allen,60,P27167
CL05909,Larry Parker,36,P17288
CL34095,Vanessa Gibson,71,P45369
CL83528,Jeffrey Baker,30,P33409
CL17724,Mrs. Karen Miller,63,P23932
CL36866,Alan Frank,80,P45240
CL21532,James Meyers,23,P16627
CL04650,Mrs. Heather Wright,29,P51957
CL04231,Alexander Avery,25,P22159
CL72700,Megan Clements,34,P94276
CL48366,Christopher Garcia,40,P93601
CL44561,Derrick Perez,76,P74510
CL06515,Walter Long,51,P99437
CL56029,Angela Perkins,68,P53376
CL57027,Jonathan Johnson,20,P16729
CL98633,Lisa Long,36,P53505
CL56110,Sara Oliver DVM,44,P67246
CL09557,Cindy Ellis,54,P54706
CL31684,David Mccarty,38,P80345
CL08415,Alyssa Molina,61,P42865
CL57154,Zachary Maldonado,20,P99504
CL31634,Linda Jones,72,P38518
CL07331,Shannon Reilly,26,P41916
CL53477,Julie Lewis,67,P91983
CL45383,Matthew Wilkins,32,P89031
CL79822,Kevin Stanley,63,P27530
CL61293,Stuart Bowers,58,P10652
CL87511,Brandon Cisneros,44,P94444
CL82470,Bailey Cunningham,54,P81313
CL67322,Kim Fox,56,P82992
CL43008,Michael Nelson,59,P48114
CL50189,Richard Garcia,33,P73997
CL02576,Stacey Wolfe,27,P24003
CL26917,Christine Coleman,21,P93463
CL38812,Amanda Travis,66,P15253
CL22050,Kevin Marshall,42,P62604
CL75232,Heather Page,35,P18011
CL58201,Alexandra Randolph,19,P94909
CL61341,Tyler Alexander,49,P95785
CL53861,Debbie May,74,P73500
CL41680,Christopher Henry,68,P61228
CL65723,David Jones MD,66,P45147
CL43175,Dominique Gomez,58,P22479
CL56865,Amanda Murray,65,P85930
CL89806,Anthony Beck,61,P82342
CL26900,Tony Nelson,52,P73059
CL50873,Mikayla Benson,69,P37745
CL59387,Michael Rodriguez,49,P30677
CL06847,Joel Smith,46,P70482
CL32776,Michael Collins,55,P51302
CL68224,Deborah Ramirez,29,P11768
CL87094,Zachary Torres,18,P75090
CL53267,Jenny Thompson,50,P96206
CL42994,Colin Walsh,23,P51259
CL03807,Amber Bates,80,P52692
CL31590,Karen Hunter,41,P77362
CL40113,Hannah Kemp,54,P36159
CL62999,Vanessa Miller,64,P31689
CL53243,Stacey Williams,60,P14077
CL83548,Collin Davis,67,P17561
CL05824,Robin Black MD,71,P80425
CL52930,Kathleen Marshall,32,P16997
CL52946,Paul Castillo,71,P80228
CL71555,Julie Davis,19,P81161
CL79722,Maria Gordon,50,P59423
CL53654,Joseph Collins,77,P47542
CL07446,Lauren Miller,67,P39939
CL98250,Andrew Tran,35,P28420
CL16304,Timothy Ellison,31,P73106
CL71010,Cynthia James,66,P40943
CL93923,Linda Santos,23,P83425
CL54269,Jonathan Marsh,68,P85980
CL92088,Louis Lloyd,41,P37010
CL90919,Joseph Campbell,46,P72156
CL75846,Daniel Duran,48,P53996
CL94141,Adriana Shelton,29,P10332
CL50135,Sharon Stevenson,41,P33549
CL99331,Meredith Aguilar,44,P89683
CL41972,Chelsea Mcdonald,76,P16565
CL52689,Suzanne Clark,70,P89523
CL42736,Jessica Jacobs,52,P13652
CL86212,Carol Williamson,78,P55225
CL61959,Hector Burton,54,P79910
CL24625,Michelle Crane DDS,53,P95457
CL48725,Richard Foster,33,P95591
CL83520,Jose Yang,33,P97479
CL92493,Frank Bailey,26,P27740
CL77402,Amanda Shannon,54,P40243
CL87824,Amy James,26,P81315
CL33329,Donna Vang,49,P41004
CL98312,Tina Cain,44,P93311
CL85700,Carlos Solomon,79,P46896
CL31259,Diana Barr,75,P72406
CL69285,Sonia Evans,78,P63780
CL75645,Steven Gillespie,47,P19845
CL73761,Tammy Horton,76,P60007
CL31355,Nicholas Fox,53,P49732
CL64589,Tyler Bird,73,P31019
CL79123,Jay Lopez,33,P41703
CL42696,Amanda Hart,57,P92035
CL13781,Anne Willis,42,P46551
CL11501,Robert Johnson,19,P12230
CL85268,Sonia Gray,61,P25384
CL75299,Matthew Smith,23,P16555
CL08848,Melissa Barron,20,P36310
CL68241,Logan Jackson,79,P62237
CL90922,Melissa Taylor,44,P11348
CL69737,Hannah Rogers,27,P75843
CL27043,Pamela Sutton,64,P78910
CL71705,Jennifer Webb,78,P86401
CL40370,Aaron Cohen,77,P16667
CL42689,Crystal Ochoa,26,P58503
CL08946,Sandra Tyler,51,P36686
CL47824,Tina Harrison,69,P81320
CL92843,Rita Dickerson,52,P29153
CL20172,Jerry Berger,77,P45454
CL04979,Kelly Hernandez,27,P33701
CL21965,Lisa Coleman DDS,51,P72070
CL13973,Matthew Mendoza,38,P32506
CL92893,Hunter Bradley,30,P23989
CL64291,Ashley Chapman,34,P78081
CL33083,Jennifer Calhoun,73,P10746
CL21648,Bobby Rogers,65,P77348
CL07570,David Wells DVM,56,P86305
CL72863,Amber Howell,53,P14586
CL67821,Albert Bell,22,P54204
CL89135,Glenn Griffin,67,P69861
CL33067,Jeffrey Henry,65,P85384
CL29952,Charles Davis,54,P22572
CL11866,Adrian Stout,58,P67953
CL82599,Michelle Hays,30,P78473
CL26718,Mathew Watkins,58,P11498
CL97032,Cheryl Reyes,74,P18097
CL10619,Bridget Clark,80,P94770
CL90442,Adam Parker,75,P31535
CL43281,Peter Cole,36,P83414
CL32813,Lori Valdez,27,P74431
CL51906,Matthew Cherry,41,P81910
CL35104,Erik Charles,45,P80235
CL08671,Megan Moses,49,P29598
CL94620,Matthew Wilson,53,P64312
CL64588,Melissa Edwards,32,P18969
CL06441,Shannon Hudson MD,40,P90157
CL23297,Denise Bowers,67,P83474
CL31733,Cassandra Hernandez,24,P28060
CL77508,Kevin Strong,33,P87443
CL85909,Mr. Kevin Rodriguez MD,46,P20675
CL65165,Keith Reed,18,P48164
CL26103,Michele Berry,21,P20609
CL11947,Philip Watkins,60,P49324
CL79299,Tanner Brown,23,P70125
CL30480,Carrie Banks,79,P30609
CL26981,Kristopher Levine,55,P61395
CL06662,William Sanchez,51,P45098
CL40700,Stacey Bond,41,P79615
CL07413,Donna Rodriguez,28,P82063
CL74837,Patrick Baker,23,P16675
CL41393,Christopher Butler,71,P72316
CL81754,Nathan Jones,32,P57509
CL77045,Adrienne Hicks,74,P76200
CL93342,Kevin Gamble,21,P12002
CL22383,Robert Roy,27,P26817
CL93254,Christopher Owen,67,P58401
CL87170,Elizabeth Hill,79,P76990
CL76633,Timothy Savage,24,P77652
CL89226,Brenda Rivera,18,P51772
CL97997,Gabriela Carter,44,P71126
CL77755,Diane Elliott,55,P35400
CL31016,Matthew Lowe,49,P94076
CL22695,David Walsh,32,P15403
CL43766,Robert Jensen,67,P52459
CL72270,Jessica Lewis,41,P74050
CL15249,Sandy Novak,67,P37477
CL31963,Carolyn Wilson,27,P84918
CL72218,Virginia Bailey,53,P56945
CL45698,Karen Davis,76,P72356
CL85204,Jenna Stevenson,62,P74009
CL80939,Ryan West,69,P73150
CL14440,Brian Murphy,26,P62058
CL95666,Cynthia Glass,36,P47203
CL61786,John Smith,48,P45677
CL08179,Richard Travis,28,P73978
CL71915,Jenny Cohen,23,P31465
CL23873,Kimberly Lee MD,72,P19314
CL74374,Steven Kennedy,36,P18598
CL43367,Julie Stephenson,73,P16701
CL52056,Amber Barron,74,P53288
CL55670,Kimberly Fleming,49,P97667
CL60423,Jordan Montgomery,29,P63468
CL75679,Daniel Lawrence,70,P65260
CL07029,Adam Silva,20,P85657
CL96127,Jacqueline Padilla,72,P68291
CL49704,Jacob Harris,34,P72096
CL53948,Nicole Fitzpatrick,61,P34908
CL98591,Ms. Tricia Roberts DDS,32,P93965
CL33688,Raven Johnson,22,P48257
CL86334,Dustin Dean,28,P43047
CL70260,Brandon Fernandez,21,P62329
CL92980,Jason Harrison,41,P24626
CL56115,Julie Fernandez,61,P59666
CL58377,Autumn Austin,63,P95489
CL51155,Erica Chen,60,P19149
CL48064,Reginald Harper,58,P47765
CL13910,Ronald Murray,28,P26761
CL47159,Jonathan Brooks,53,P63907
CL14327,Joshua Hill,61,P67825
CL81380,Melanie Cox,76,P30727
CL01006,David Marshall,40,P64555
CL52760,Elizabeth Cunningham,61,P22512
CL97716,Katherine Torres,22,P33063
CL15957,Angela Lee,28,P26872
CL25721,Bryan Wood,42,P39901
CL77296,Jason Huffman,41,P28800
CL45198,Kenneth Medina,26,P24217
CL73956,Karen Gibson,27,P73337
CL64452,Daniel Barnett,57,P96212
CL15438,Sara Walker,74,P41256
CL65571,Tina Khan,21,P60250
CL86601,Larry Pittman,67,P40761
CL69682,John Cook,74,P92667
CL18521,Adam Taylor,80,P35258
CL29878,Colleen Suarez,32,P23158
CL92711,Susan Carroll,60,P97057
CL16447,Willie Banks,64,P99436
CL98261,Richard Reid,30,P32302
CL82317,Tommy Bauer,39,P70510
CL56259,Kelsey Morgan,51,P50559
CL53403,Kelly York,62,P77752
CL21724,Laura Vance,67,P68644
CL88328,Melinda Johnson,67,P25175
CL65595,Catherine Schwartz,64,P40400
CL33616,Holly Craig,56,P38371
CL87808,Julie Johnson,52,P62002
CL84915,Christopher Estrada,38,P19771
CL38468,Joseph Reynolds,70,P13070
CL37728,Jermaine Lucas,36,P14823
CL67814,Amy Ortiz,23,P21363
CL25572,Brenda Duncan,75,P66486
CL95241,Dennis Ramos,74,P23313
CL31405,Zachary Ward,69,P93699
CL64479,Mandy Cardenas,52,P13574
CL52829,Kenneth Russell,40,P51143
CL11922,Bryan Johnson,35,P48667
CL87176,Larry Gonzales Jr.,80,P63601
CL12043,Mr. George Burton,80,P50710
CL71105,Jennifer Nelson,29,P15947
CL27675,Emily Harper,35,P77474
CL11745,Ariana Dominguez,18,P26029
CL10032,Matthew Holland,37,P43935
CL84114,William Anderson,75,P98089
CL21036,Leslie Freeman,58,P63760
CL68475,April Russell,76,P19894
